date,ad_id,campaign,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion
2021-10-08,779608,Campaign B,116059,35-39,Female,15,2459,0,0,1,0
2021-10-09,779609,Campaign B,116059,35-39,Female,15,7116,2,1.730000019,1,1
2021-10-10,779622,Campaign B,116061,30-34,Female,15,8613,1,0.889999986,2,0
2021-10-11,779631,Campaign B,116063,35-39,Female,16,9730,1,1.379999995,1,0
2021-10-12,779644,Campaign B,116065,30-34,Female,16,51816,8,10.2299999,2,1
2021-10-13,779645,Campaign B,116065,30-34,Female,16,27289,3,4.429999828,1,0
2021-10-14,779715,Campaign B,116077,30-34,Female,29,20409,4,3.829999924,1,0
2021-10-15,779716,Campaign B,116077,30-34,Female,29,8044,1,1.110000014,1,0
2021-10-16,779738,Campaign B,116081,30-34,Female,28,15645,4,5.349999905,1,0
2021-10-17,779778,Campaign B,116087,30-34,Female,31,2466,0,0,2,2
2021-10-18,779789,Campaign B,116089,45-49,Male,10,11611,3,3.950000048,1,1
2021-10-19,779824,Campaign B,116095,45-49,Male,7,9375,3,4.019999981,1,0
2021-10-20,779871,Campaign B,116103,30-34,Female,32,4402,1,1.330000043,1,1
2021-10-21,779918,Campaign B,116111,30-34,Female,18,8469,2,3.089999914,1,0
2021-10-22,779922,Campaign B,116111,30-34,Female,18,5823,1,1.419999957,1,1
2021-10-23,779944,Campaign B,116115,35-39,Male,10,2549,0,0,1,0
2021-10-24,779979,Campaign B,116121,35-39,Male,16,25817,4,6.019999981,1,0
2021-10-25,779995,Campaign B,116123,30-34,Female,20,1961,0,0,1,0
2021-10-26,780064,Campaign B,116135,30-34,Female,22,2554,0,0,1,0
2021-10-27,780104,Campaign B,116147,30-34,Female,25,4971,1,1.230000019,1,1
2021-10-28,780199,Campaign B,116163,35-39,Female,23,1030,0,0,1,1
2021-10-29,780318,Campaign B,116183,45-49,Female,29,162341,56,77.07999969,3,0
2021-10-30,780323,Campaign B,116183,45-49,Female,29,24542,7,9.329999924,1,0
2021-10-31,780486,Campaign B,116216,30-34,Female,65,2879,0,0,1,1
2021-11-01,780498,Campaign B,116218,30-34,Female,64,13621,3,4.090000033,1,0
2021-11-02,780511,Campaign B,116220,30-34,Female,63,6175,1,1.370000005,2,1
2021-11-03,780629,Campaign B,116240,30-34,Female,28,2963,0,0,1,0
2021-11-04,780653,Campaign B,116244,30-34,Female,29,9076,1,1.379999995,1,1
2021-11-05,780655,Campaign B,116244,30-34,Female,29,20941,4,5.909999967,1,1
2021-11-06,780666,Campaign B,116246,45-49,Female,10,3462,0,0,1,0
2021-11-07,780681,Campaign B,116248,30-34,Female,26,4073,0,0,1,1
2021-11-08,780700,Campaign B,116252,30-34,Female,27,3745,0,0,1,0
2021-11-09,780748,Campaign B,116265,30-34,Female,24,830,0,0,1,0
2021-11-10,780759,Campaign B,116267,45-49,Female,18,2912,0,0,1,0
2021-11-11,780760,Campaign B,116267,45-49,Female,18,17167,5,6.910000086,1,0
2021-11-12,780797,Campaign B,116273,30-34,Female,22,24491,7,9.539999962,1,0
2021-11-13,780799,Campaign B,116273,30-34,Female,22,44699,13,17.30000037,2,0
2021-11-14,780821,Campaign B,116277,30-34,Female,23,6469,2,1.309999943,1,0
2021-11-15,780830,Campaign B,116279,45-49,Female,16,16053,3,4.079999924,1,1
2021-11-16,780835,Campaign B,116279,45-49,Female,16,54724,12,17.92999995,1,1
2021-11-17,780867,Campaign B,116285,30-34,Female,21,4706,1,1.220000029,1,0
2021-11-18,780974,Campaign B,116303,40-44,Female,32,8316,3,4.569999933,1,1
2021-11-19,781066,Campaign B,116323,40-44,Female,22,5794,2,2.269999981,1,0
2021-11-20,781114,Campaign B,116331,40-44,Female,18,4813,1,1.029999971,1,0
2021-11-21,781159,Campaign B,116339,40-44,Female,10,85285,26,36.13000035,1,0
2021-11-22,781162,Campaign B,116339,40-44,Female,10,5839,1,1.370000005,1,0
2021-11-23,781175,Campaign B,116341,40-44,Female,15,5859,1,1.539999962,1,0
2021-11-24,781187,Campaign B,116343,40-44,Female,16,164118,41,59.06999993,1,0
2021-11-25,781195,Campaign B,116345,35-39,Female,63,18234,6,7.810000062,1,0
2021-11-26,781207,Campaign B,116347,35-39,Female,64,2755,0,0,1,0
2021-11-27,781303,Campaign B,116363,35-39,Female,27,73676,20,28.5,1,0
2021-11-28,781305,Campaign B,116363,35-39,Female,27,18421,7,10.07999992,1,0
2021-11-29,781327,Campaign B,116367,35-39,Female,29,164754,49,67.97999978,2,1
2021-11-30,781353,Campaign B,116371,35-39,Female,10,7449,1,1.639999986,1,1
2021-12-01,781354,Campaign B,116371,35-39,Female,10,6424,1,0.529999971,1,0
2021-12-02,781438,Campaign B,116385,30-34,Male,63,2086,0,0,1,0
2021-12-03,781470,Campaign B,116391,35-39,Male,16,6016,0,0,1,0
2021-12-04,781499,Campaign B,116395,35-39,Male,15,6412,1,1.370000005,1,0
2021-12-05,781508,Campaign B,116397,30-34,Female,63,5040,1,1.440000057,1,0
2021-12-06,781556,Campaign B,116405,30-34,Female,32,1772,0,0,1,0
2021-12-07,781559,Campaign B,116405,30-34,Female,32,1783,0,0,1,0
2021-12-08,781606,Campaign B,116413,35-39,Male,20,8200,3,3.919999957,1,0
2021-12-09,781690,Campaign B,116427,45-49,Female,26,115896,38,49.44000006,1,0
2021-12-10,781811,Campaign B,116447,35-39,Female,16,10186,1,1.230000019,1,1
2021-12-11,781857,Campaign B,116455,30-34,Male,20,9134,3,4.180000067,2,0
2021-12-12,781858,Campaign B,116455,30-34,Male,20,3385,1,1.440000057,1,1
2021-12-13,781907,Campaign B,116463,45-49,Female,21,1314,0,0,1,0
2021-12-14,781928,Campaign B,116467,30-34,Male,18,2916,0,0,1,1
2021-12-15,781929,Campaign B,116467,30-34,Male,18,6142,1,1.330000043,1,0
2021-12-16,781950,Campaign B,116471,30-34,Female,20,1984,0,0,1,0
2021-12-17,781999,Campaign B,116479,30-34,Male,24,9142,3,3.749999881,1,0
2021-12-18,782001,Campaign B,116479,30-34,Male,24,5475,2,2.730000019,1,1
2021-12-19,782022,Campaign B,116483,30-34,Female,18,8254,2,2.320000052,1,1
2021-12-20,782026,Campaign B,116483,30-34,Female,18,5704,1,1.320000052,1,0
2021-12-21,782130,Campaign B,116501,30-34,Female,16,7301,0,0,1,0
2021-12-22,782134,Campaign B,116501,30-34,Female,16,37873,5,6.169999957,1,1
2021-12-23,782135,Campaign B,116501,30-34,Female,16,25267,4,4.940000057,2,1
2021-12-24,782171,Campaign B,116507,30-34,Female,30,535,0,0,1,0
2021-12-25,782180,Campaign B,116509,30-34,Male,29,3396,0,0,1,0
2021-12-26,782219,Campaign B,116515,30-34,Male,26,977,0,0,1,0
2021-12-27,782228,Campaign B,116517,40-44,Female,63,12318,5,6.340000153,1,1
2021-12-28,782242,Campaign B,116519,30-34,Female,28,4783,1,0.860000014,1,0
2021-12-29,782275,Campaign B,116525,30-34,Female,29,6475,1,1.350000024,1,0
2021-12-30,782337,Campaign B,116535,45-49,Female,16,104578,29,39.25000095,1,1
2021-12-31,782407,Campaign B,116547,45-49,Female,10,33664,11,12.51000035,1,0
2022-01-01,782443,Campaign B,116553,40-44,Female,20,979,0,0,1,0
2022-01-02,782541,Campaign B,116569,40-44,Female,28,7337,3,4.079999924,1,0
2022-01-03,782587,Campaign B,116577,30-34,Male,10,2499,0,0,1,0
2022-01-04,782647,Campaign B,116587,40-44,Female,27,11244,3,4.550000191,1,0
2022-01-05,782658,Campaign B,116589,30-34,Male,15,4827,0,0,1,0
2022-01-06,782694,Campaign B,116595,35-39,Female,29,29035,7,8.910000086,2,2
2022-01-07,782706,Campaign B,116597,35-39,Female,30,761,0,0,1,0
2022-01-08,782754,Campaign B,116605,35-39,Female,26,6532,1,1.610000014,1,0
2022-01-09,782815,Campaign B,116615,40-44,Female,10,11537,3,4.300000191,1,0
2022-01-10,782816,Campaign B,116615,40-44,Female,10,12183,3,2.869999945,1,0
2022-01-11,782862,Campaign B,116623,35-39,Female,64,5912,1,1.559999943,1,1
2022-01-12,950068,Campaign B,123438,30-34,Male,10,4012,1,1.570000052,1,0
2022-01-13,950078,Campaign B,123440,30-34,Male,16,12396,2,3.210000038,2,1
2022-01-14,950079,Campaign B,123440,30-34,Male,16,3142,0,0,2,2
2022-01-15,950099,Campaign B,123443,30-34,Male,18,1120,0,0,1,0
2022-01-16,950109,Campaign B,123445,30-34,Male,20,343,0,0,1,1
2022-01-17,950170,Campaign B,123455,30-34,Male,15,1720,0,0,1,1
2022-01-18,950179,Campaign B,123457,30-34,Male,16,3423,0,0,1,1
2022-01-19,950182,Campaign B,123457,30-34,Male,16,3242,0,0,1,0
2022-01-20,950183,Campaign B,123457,30-34,Male,16,15720,1,1.379999995,1,0
2022-01-21,950200,Campaign B,123460,30-34,Male,10,1217,0,0,1,1
2022-01-22,950224,Campaign B,123464,40-44,Male,20,2367,2,2.839999914,1,1
2022-01-23,950326,Campaign B,123481,35-39,Male,16,6607,1,1.320000052,2,0
2022-01-24,950345,Campaign B,123484,30-34,Male,64,616,0,0,1,0
2022-01-25,950452,Campaign B,123502,45-49,Male,16,5537,1,1.519999981,1,0
2022-01-26,950463,Campaign B,123504,45-49,Male,15,818,0,0,1,0
2022-01-27,950495,Campaign B,123509,45-49,Male,21,1909,1,0.980000019,1,0
2022-01-28,950521,Campaign B,123514,30-34,Male,21,351,0,0,1,0
2022-01-29,950531,Campaign B,123515,45-49,Male,22,572,0,0,1,0
2022-01-30,950537,Campaign B,123516,40-44,Male,36,1884,1,1.409999967,1,0
2022-01-31,950550,Campaign B,123519,30-34,Male,30,219,0,0,1,0
2022-02-01,950577,Campaign B,123523,30-34,Male,32,540,0,0,1,1
2022-02-02,950578,Campaign B,123523,30-34,Male,32,550,0,0,1,0
2022-02-03,950595,Campaign B,123526,30-34,Male,26,465,0,0,1,0
2022-02-04,950609,Campaign B,123528,30-34,Male,29,1761,0,0,1,1
2022-02-05,950629,Campaign B,123532,30-34,Male,65,152,0,0,1,1
2022-02-06,950631,Campaign B,123532,30-34,Male,65,152,0,0,1,1
2022-02-07,950649,Campaign B,123535,30-34,Male,64,429,0,0,1,0
2022-02-08,950745,Campaign B,123551,30-34,Male,29,1514,0,0,2,2
2022-02-09,950770,Campaign B,123555,30-34,Male,28,7780,3,4.329999924,2,2
2022-02-10,950772,Campaign B,123556,35-39,Male,28,460,0,0,1,0
2022-02-11,950773,Campaign B,123556,35-39,Male,28,471,0,0,1,0
2022-02-12,950776,Campaign B,123556,35-39,Male,28,2633,1,1.070000052,1,0
2022-02-13,950787,Campaign B,123558,30-34,Male,27,199,0,0,1,0
2022-02-14,950808,Campaign B,123562,35-39,Male,32,398,0,0,1,0
2022-02-15,950839,Campaign B,123567,30-34,Male,24,246,0,0,2,2
2022-02-16,950878,Campaign B,123573,40-44,Male,10,2967,1,1.5,1,1
2022-02-17,950969,Campaign B,123588,45-49,Male,36,255,0,0,1,0
2022-02-18,951021,Campaign B,123597,30-34,Female,7,457,0,0,1,1
2022-02-19,951033,Campaign B,123599,30-34,Female,10,5517,1,1.230000019,1,0
2022-02-20,951035,Campaign B,123599,30-34,Female,10,1539,0,0,1,1
2022-02-21,951043,Campaign B,123601,30-34,Female,16,3189,0,0,1,0
2022-02-22,951045,Campaign B,123601,30-34,Female,16,3348,0,0,1,0
2022-02-23,951046,Campaign B,123601,30-34,Female,16,20050,4,4.659999847,4,1
2022-02-24,951102,Campaign B,123611,45-49,Male,16,2254,0,0,1,0
2022-02-25,951105,Campaign B,123611,45-49,Male,16,5894,1,1.539999962,1,1
2022-02-26,951133,Campaign B,123616,35-39,Male,16,9948,2,2.720000029,2,0
2022-02-27,951202,Campaign B,123627,45-49,Female,26,5307,3,4.289999962,2,1
2022-02-28,951225,Campaign B,123631,35-39,Female,22,4621,2,3.25,1,1
2022-03-01,951270,Campaign B,123639,35-39,Female,18,784,0,0,1,1
2022-03-02,951282,Campaign B,123641,35-39,Female,16,5775,1,1.580000043,1,1
2022-03-03,951285,Campaign B,123641,35-39,Female,16,9297,2,2.619999886,2,1
2022-03-04,951294,Campaign B,123643,35-39,Female,15,699,0,0,1,0
2022-03-05,951305,Campaign B,123644,35-39,Female,10,1104,0,0,1,0
2022-03-06,951334,Campaign B,123649,30-34,Female,64,3717,1,1.539999962,1,0
2022-03-07,951391,Campaign B,123659,30-34,Female,28,2879,1,1.590000033,2,2
2022-03-08,951392,Campaign B,123659,30-34,Female,28,2749,1,1.389999986,1,0
2022-03-09,951400,Campaign B,123660,45-49,Female,10,24028,9,12.39000034,2,0
2022-03-10,951402,Campaign B,123661,30-34,Female,29,1118,0,0,1,1
2022-03-11,951413,Campaign B,123662,30-34,Female,26,1083,0,0,2,1
2022-03-12,951420,Campaign B,123664,30-34,Female,27,843,0,0,1,0
2022-03-13,951444,Campaign B,123668,30-34,Female,25,2983,1,0.970000029,1,0
2022-03-14,951448,Campaign B,123668,30-34,Female,25,696,0,0,1,0
2022-03-15,951462,Campaign B,123671,45-49,Female,16,7589,2,3.150000095,1,1
2022-03-16,951464,Campaign B,123671,45-49,Female,16,20997,10,11.94999981,1,0
2022-03-17,951465,Campaign B,123671,45-49,Female,16,4617,1,1.360000014,1,0
2022-03-18,951498,Campaign B,123677,45-49,Female,20,259,0,0,1,0
2022-03-19,951508,Campaign B,123678,30-34,Female,18,1134,0,0,1,0
2022-03-20,951542,Campaign B,123684,40-44,Female,27,357,0,0,1,0
2022-03-21,951607,Campaign B,123695,40-44,Female,10,848,0,0,1,1
2022-03-22,951608,Campaign B,123695,40-44,Female,10,3149,1,1.480000019,1,0
2022-03-23,951641,Campaign B,123700,40-44,Female,2,87,0,0,1,1
2022-03-24,951677,Campaign B,123706,35-39,Female,27,2563,1,1.480000019,1,0
2022-03-25,951692,Campaign B,123709,35-39,Female,10,1107,0,0,1,0
2022-03-26,951715,Campaign B,123713,45-49,Female,64,10677,5,7.269999981,1,0
2022-03-27,951756,Campaign B,123720,35-39,Female,22,2189,1,0.409999996,1,0
2022-03-28,951779,Campaign B,123723,45-49,Female,27,3277,2,2.680000067,1,0
2022-03-29,951782,Campaign B,123724,45-49,Female,26,781,0,0,1,0
2022-03-30,951810,Campaign B,123729,35-39,Female,16,2226,0,0,1,0
2022-03-31,951812,Campaign B,123729,35-39,Female,16,16274,4,6.079999924,2,0
2021-01-01,1121091,Campaign C,144531,30-34,Male,10,1194718,141,254.049996,28,14
2021-01-02,1121092,Campaign C,144531,30-34,Male,10,637648,67,122.4,13,5
2021-01-03,1121094,Campaign C,144531,30-34,Male,10,24362,0,0,1,1
2021-01-04,1121095,Campaign C,144531,30-34,Male,10,459690,50,86.33000112,5,2
2021-01-05,1121096,Campaign C,144531,30-34,Male,10,750060,86,161.9099991,11,2
2021-01-06,1121097,Campaign C,144532,30-34,Male,15,30068,1,1.820000052,1,0
2021-01-07,1121098,Campaign C,144532,30-34,Male,15,1267550,123,236.7699986,24,10
2021-01-08,1121100,Campaign C,144532,30-34,Male,15,3052003,340,639.9499981,60,17
2021-01-09,1121101,Campaign C,144532,30-34,Male,15,29945,1,1.590000033,2,1
2021-01-10,1121102,Campaign C,144532,30-34,Male,15,357856,30,52.97000015,7,3
2021-01-11,1121104,Campaign C,144533,30-34,Male,16,2080666,202,360.1500015,40,21
2021-01-12,1121105,Campaign C,144533,30-34,Male,16,145999,9,16.5200001,5,2
2021-01-13,1121107,Campaign C,144533,30-34,Male,16,32616,1,1.539999962,2,0
2021-01-14,1121108,Campaign C,144533,30-34,Male,16,984521,95,163.8999972,26,14
2021-01-15,1121110,Campaign C,144534,30-34,Male,18,880814,123,210.3600006,6,2
2021-01-16,1121111,Campaign C,144534,30-34,Male,18,182452,20,35.73000026,4,1
2021-01-17,1121113,Campaign C,144534,30-34,Male,18,894911,120,215.8399994,7,4
2021-01-18,1121114,Campaign C,144534,30-34,Male,18,31349,2,3.800000072,1,0
2021-01-19,1121115,Campaign C,144535,30-34,Male,19,410310,55,96.80000055,3,0
2021-01-20,1121116,Campaign C,144535,30-34,Male,19,572450,89,157.329998,7,4
2021-01-21,1121117,Campaign C,144535,30-34,Male,19,98759,15,26.56999946,1,1
2021-01-22,1121119,Campaign C,144535,30-34,Male,19,345371,54,93.08999991,7,3
2021-01-23,1121121,Campaign C,144536,30-34,Male,20,323899,46,78.9200002,5,1
2021-01-24,1121122,Campaign C,144536,30-34,Male,20,399199,58,103.1500002,3,0
2021-01-25,1121123,Campaign C,144536,30-34,Male,20,171202,22,36.53000021,3,1
2021-01-26,1121124,Campaign C,144536,30-34,Male,20,128386,15,28.85000002,2,1
2021-01-27,1121125,Campaign C,144536,30-34,Male,20,1034284,152,257.7099986,20,9
2021-01-28,1121126,Campaign C,144536,30-34,Male,20,45923,5,7.220000148,2,0
2021-01-29,1121127,Campaign C,144537,30-34,Male,21,40873,4,7.899999976,2,1
2021-01-30,1121128,Campaign C,144537,30-34,Male,21,286553,34,62.06000042,2,1
2021-01-31,1121129,Campaign C,144537,30-34,Male,21,20618,1,2.099999905,2,1
2021-02-01,1121131,Campaign C,144537,30-34,Male,21,83591,7,14.14000046,2,2
2021-02-02,1121132,Campaign C,144537,30-34,Male,21,114923,12,23.73000026,4,2
2021-02-03,1121133,Campaign C,144538,30-34,Male,22,25002,1,1.710000038,1,0
2021-02-04,1121134,Campaign C,144538,30-34,Male,22,68905,5,9.440000057,1,0
2021-02-05,1121136,Campaign C,144538,30-34,Male,22,169588,16,27.79999924,1,0
2021-02-06,1121138,Campaign C,144538,30-34,Male,22,328991,35,67.65000057,5,2
2021-02-07,1121141,Campaign C,144539,30-34,Male,23,23198,2,2.980000019,1,0
2021-02-08,1121142,Campaign C,144539,30-34,Male,23,26890,2,3.24000001,1,0
2021-02-09,1121143,Campaign C,144539,30-34,Male,23,221695,31,52.26000011,5,2
2021-02-10,1121152,Campaign C,144541,30-34,Male,24,88443,7,13.0400002,1,1
2021-02-11,1121153,Campaign C,144541,30-34,Male,24,187856,23,38.38999975,5,1
2021-02-12,1121164,Campaign C,144545,30-34,Male,25,570699,80,138.7699997,9,2
2021-02-13,1121167,Campaign C,144545,30-34,Male,25,1063508,145,260.3800013,23,7
2021-02-14,1121168,Campaign C,144545,30-34,Male,25,50523,6,8.549999952,1,0
2021-02-15,1121172,Campaign C,144547,30-34,Male,26,87935,9,15.63000023,1,0
2021-02-16,1121173,Campaign C,144547,30-34,Male,26,278225,33,60.19999957,3,0
2021-02-17,1121175,Campaign C,144547,30-34,Male,26,209461,20,34.19000006,1,0
2021-02-18,1121177,Campaign C,144547,30-34,Male,26,26316,2,3.24000001,3,0
2021-02-19,1121181,Campaign C,144549,30-34,Male,27,41030,3,5.140000105,2,1
2021-02-20,1121182,Campaign C,144549,30-34,Male,27,876671,120,216.5599982,22,4
2021-02-21,1121183,Campaign C,144549,30-34,Male,27,399392,53,93.07000041,5,0
2021-02-22,1121184,Campaign C,144549,30-34,Male,27,283858,30,56.05999923,1,0
2021-02-23,1121185,Campaign C,144549,30-34,Male,27,260699,31,54.09999871,5,2
2021-02-24,1121193,Campaign C,144552,30-34,Male,28,57781,5,7.800000072,2,1
2021-02-25,1121195,Campaign C,144552,30-34,Male,28,38757,3,5.220000029,1,0
2021-02-26,1121196,Campaign C,144552,30-34,Male,28,1392288,206,358.5500029,31,7
2021-02-27,1121197,Campaign C,144552,30-34,Male,28,1109387,159,280.9899995,13,2
2021-02-28,1121202,Campaign C,144554,30-34,Male,29,581281,65,115.1200008,10,5
2021-03-01,1121203,Campaign C,144554,30-34,Male,29,1048861,128,219.770002,22,8
2021-03-02,1121205,Campaign C,144554,30-34,Male,29,297452,30,52.01999986,4,1
2021-03-03,1121206,Campaign C,144554,30-34,Male,29,227925,22,35.30999994,22,12
2021-03-04,1121207,Campaign C,144554,30-34,Male,29,374175,38,63.32000101,8,3
2021-03-05,1121211,Campaign C,144556,30-34,Male,30,223586,32,54.24000037,1,0
2021-03-06,1121213,Campaign C,144556,30-34,Male,30,283170,39,65.22999996,2,1
2021-03-07,1121215,Campaign C,144556,30-34,Male,30,41636,3,4.210000038,1,0
2021-03-08,1121216,Campaign C,144556,30-34,Male,30,198658,30,48.60999978,8,1
2021-03-09,1121220,Campaign C,144558,30-34,Male,31,100596,10,13.91999972,4,2
2021-03-10,1121223,Campaign C,144558,30-34,Male,31,64020,5,11.0599997,1,0
2021-03-11,1121224,Campaign C,144558,30-34,Male,31,14289,0,0,1,0
2021-03-12,1121229,Campaign C,144561,30-34,Male,32,404866,43,87.42000079,4,0
2021-03-13,1121231,Campaign C,144561,30-34,Male,32,22256,1,1.659999967,1,1
2021-03-14,1121233,Campaign C,144561,30-34,Male,32,57690,4,6.74000001,1,0
2021-03-15,1121241,Campaign C,144562,30-34,Male,36,24952,5,8.220000267,3,2
2021-03-16,1121242,Campaign C,144562,30-34,Male,36,38900,3,5.580000043,1,0
2021-03-17,1121243,Campaign C,144562,30-34,Male,36,53520,6,9.2299999,1,1
2021-03-18,1121244,Campaign C,144562,30-34,Male,36,181683,20,34.22999972,2,1
2021-03-19,1121245,Campaign C,144562,30-34,Male,36,29185,2,3.149999976,1,0
2021-03-20,1121246,Campaign C,144562,30-34,Male,36,105047,13,20.2099994,3,1
2021-03-21,1121250,Campaign C,144565,30-34,Male,63,287976,31,59.43999982,3,2
2021-03-22,1121251,Campaign C,144565,30-34,Male,63,212175,22,38.58999968,2,1
2021-03-23,1121252,Campaign C,144565,30-34,Male,63,11139,0,0,1,1
2021-03-24,1121254,Campaign C,144565,30-34,Male,63,124005,11,21.84999979,4,1
2021-03-25,1121255,Campaign C,144565,30-34,Male,63,20423,1,1.960000038,1,0
2021-03-26,1121261,Campaign C,144567,30-34,Male,64,103001,14,22.32000005,1,0
2021-03-27,1121262,Campaign C,144567,30-34,Male,64,447420,66,110.2399991,7,2
2021-03-28,1121263,Campaign C,144567,30-34,Male,64,156101,19,29.75000048,2,2
2021-03-29,1121264,Campaign C,144567,30-34,Male,64,93015,12,18.47000015,1,0
2021-03-30,1121265,Campaign C,144568,30-34,Male,65,145398,23,36.24000025,1,0
2021-03-31,1121269,Campaign C,144568,30-34,Male,65,296413,50,76.43999958,3,1
2021-04-01,1121273,Campaign C,144569,30-34,Male,2,9370,0,0,1,1
2021-04-02,1121274,Campaign C,144569,30-34,Male,2,63785,7,11.80000019,6,2
2021-04-03,1121275,Campaign C,144569,30-34,Male,2,118522,14,26.81999981,2,1
2021-04-04,1121276,Campaign C,144569,30-34,Male,2,240123,38,65.67000115,5,4
2021-04-05,1121277,Campaign C,144570,30-34,Male,7,169108,20,32.24000025,2,1
2021-04-06,1121278,Campaign C,144570,30-34,Male,7,1044442,142,245.5999999,22,8
2021-04-07,1121279,Campaign C,144570,30-34,Male,7,93891,11,17.6400001,5,3
2021-04-08,1121282,Campaign C,144570,30-34,Male,7,185823,25,38.54999936,4,1
2021-04-09,1121284,Campaign C,144571,30-34,Male,66,175631,23,40.75999951,1,0
2021-04-10,1121285,Campaign C,144571,30-34,Male,66,37187,4,6.370000005,1,0
2021-04-11,1121286,Campaign C,144571,30-34,Male,66,10991,0,0,1,0
2021-04-12,1121287,Campaign C,144571,30-34,Male,66,344618,51,89.76000047,3,1
2021-04-13,1121289,Campaign C,144572,35-39,Male,10,98066,9,16.1500001,1,0
2021-04-14,1121290,Campaign C,144572,35-39,Male,10,770749,100,189.1299984,13,3
2021-04-15,1121291,Campaign C,144572,35-39,Male,10,52553,5,8.529999852,1,0
2021-04-16,1121292,Campaign C,144572,35-39,Male,10,362296,39,67.77000129,7,3
2021-04-17,1121293,Campaign C,144572,35-39,Male,10,427729,50,96.8999989,4,1
2021-04-18,1121296,Campaign C,144573,35-39,Male,15,180351,21,37.13000011,1,1
2021-04-19,1121297,Campaign C,144573,35-39,Male,15,187329,29,53.15999961,2,1
2021-04-20,1121300,Campaign C,144573,35-39,Male,15,782894,118,192.9299995,5,2
2021-04-21,1121302,Campaign C,144574,35-39,Male,16,1206533,128,236.1199988,17,6
2021-04-22,1121303,Campaign C,144574,35-39,Male,16,84494,7,12.57000017,2,0
2021-04-23,1121304,Campaign C,144574,35-39,Male,16,94257,7,12.5800004,1,1
2021-04-24,1121309,Campaign C,144575,35-39,Male,18,131060,16,28.04999959,2,1
2021-04-25,1121310,Campaign C,144575,35-39,Male,18,341603,50,83.48000121,4,2
2021-04-26,1121311,Campaign C,144575,35-39,Male,18,140749,19,30.4799999,1,1
2021-04-27,1121312,Campaign C,144575,35-39,Male,18,102525,13,20.29999983,2,1
2021-04-28,1121316,Campaign C,144576,35-39,Male,19,447952,68,131.5799983,8,1
2021-04-29,1121317,Campaign C,144576,35-39,Male,19,76355,9,14.62999988,2,0
2021-04-30,1121319,Campaign C,144577,35-39,Male,20,256598,38,64.46999931,6,1
2021-05-01,1121321,Campaign C,144577,35-39,Male,20,127476,21,30.15000057,3,2
2021-05-02,1121322,Campaign C,144577,35-39,Male,20,237603,37,62.25000024,5,2
2021-05-03,1121327,Campaign C,144578,35-39,Male,21,271091,42,78.03999984,3,1
2021-05-04,1121330,Campaign C,144578,35-39,Male,21,21743,2,3.400000095,1,0
2021-05-05,1121333,Campaign C,144579,35-39,Male,22,88970,10,14.8300004,2,0
2021-05-06,1121334,Campaign C,144579,35-39,Male,22,108362,13,22.42999983,1,1
2021-05-07,1121335,Campaign C,144579,35-39,Male,22,188596,27,44.14000034,3,0
2021-05-08,1121336,Campaign C,144579,35-39,Male,22,275080,43,69.65999997,4,3
2021-05-09,1121337,Campaign C,144580,35-39,Male,23,64647,10,16.26999998,1,0
2021-05-10,1121338,Campaign C,144580,35-39,Male,23,31265,4,5.789999902,1,0
2021-05-11,1121340,Campaign C,144580,35-39,Male,23,140147,24,42.08000016,2,0
2021-05-12,1121341,Campaign C,144580,35-39,Male,23,223120,40,67.66999984,1,0
2021-05-13,1121342,Campaign C,144580,35-39,Male,23,104869,18,34.07000089,1,0
2021-05-14,1121344,Campaign C,144581,35-39,Male,24,165177,23,41.71999967,4,1
2021-05-15,1121345,Campaign C,144581,35-39,Male,24,84194,11,19.56999981,1,0
2021-05-16,1121347,Campaign C,144581,35-39,Male,24,220581,31,57.37,1,1
2021-05-17,1121350,Campaign C,144582,35-39,Male,25,75804,10,17.36999965,2,1
2021-05-18,1121352,Campaign C,144582,35-39,Male,25,368986,59,100.289999,0,0
2021-05-19,1121353,Campaign C,144582,35-39,Male,25,28194,3,3.709999919,2,0
2021-05-20,1121355,Campaign C,144583,35-39,Male,26,99961,14,23.2099998,1,0
2021-05-21,1121359,Campaign C,144583,35-39,Male,26,7573,0,0,1,0
2021-05-22,1121361,Campaign C,144584,35-39,Male,27,685781,103,177.8899992,10,1
2021-05-23,1121364,Campaign C,144584,35-39,Male,27,274222,43,66.7700001,2,1
2021-05-24,1121365,Campaign C,144584,35-39,Male,27,110503,25,32.67999995,4,0
2021-05-25,1121367,Campaign C,144585,35-39,Male,28,1447755,233,420.5799983,11,8
2021-05-26,1121368,Campaign C,144585,35-39,Male,28,358987,52,87.55000067,1,0
2021-05-27,1121369,Campaign C,144585,35-39,Male,28,826205,125,232.3700008,5,1
2021-05-28,1121370,Campaign C,144585,35-39,Male,28,550954,84,150.1400012,3,0
2021-05-29,1121372,Campaign C,144585,35-39,Male,28,378350,55,96.48000073,4,0
2021-05-30,1121373,Campaign C,144586,35-39,Male,29,492784,56,95.5100013,7,4
2021-05-31,1121374,Campaign C,144586,35-39,Male,29,327158,43,72.3100003,6,2
2021-06-01,1121375,Campaign C,144586,35-39,Male,29,9921,0,0,1,0
2021-06-02,1121377,Campaign C,144586,35-39,Male,29,59390,5,9.209999919,5,3
2021-06-03,1121378,Campaign C,144586,35-39,Male,29,1040330,147,254.2500038,13,2
